event_id,ts,ip,url
9d978aab-5891-42c1-9e38-c4b96664189c,2017-09-01 06:00:00,88.73.193.39,/department/footwear/category/cardio%20equipment/product/Nike%20Men's%20Free%205.0+%20Running%20Shoe
e2b031f1-e21d-45fd-806e-33feb780af34,2017-09-01 06:00:24,63.51.87.49,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni
1cbd5e9c-cf25-4eca-aa95-6f7105dbf8c4,2017-09-01 06:00:47,220.65.187.163,/department/outdoors/category/kids'%20golf%20clubs/product/Mio%20ALPHA%20Heart%20Rate%20Monitor/Sport%20Watch/add_to_cart
2ad4a8ae-f542-42f6-af81-bb1cb79e9b78,2017-09-01 06:00:57,161.88.20.176,/department/fitness/category/baseball%20&%20softball/product/adidas%20Kids'%20F5%20Messi%20FG%20Soccer%20Cleat
0254becd-b68d-43c4-af74-53219c2662db,2017-09-01 06:01:05,99.210.83.43,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
1170eb13-ff47-4732-97e5-89ba58165521,2017-09-01 06:01:29,62.248.229.117,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor
8ef0aa4c-6eb2-4696-87b5-3259949febee,2017-09-01 06:01:44,140.34.153.203,/department/golf/category/girls'%20apparel/product/adidas%20Men's%20Germany%20Black%20Crest%20Away%20Tee
d70da112-7c08-46e7-b039-620b0bb9d26d,2017-09-01 06:02:00,89.44.216.186,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni
deef1fab-b8b3-4cdf-92bb-7dd74ba2030b,2017-09-01 06:02:21,144.72.77.159,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe/add_to_cart
ae1f94b0-3052-41d7-ae3c-60bfbc9a90c6,2017-09-01 06:02:48,101.151.155.21,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe/add_to_cart
601900b6-ce4f-4aa0-b9e7-89d75e56fcd0,2017-09-01 06:03:11,179.133.230.242,/department/outdoors/category/kids'%20golf%20clubs/product/Mio%20ALPHA%20Heart%20Rate%20Monitor/Sport%20Watch
cf3613b0-9321-4e8b-bc95-e9f0597c606b,2017-09-01 06:03:26,73.47.232.83,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
152f36a4-fb27-4b68-828b-f99dd1062234,2017-09-01 06:04:02,101.151.155.21,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc
5a6c4a37-67a4-42ac-8c18-097545f68cda,2017-09-01 06:04:08,20.238.35.138,/department/fitness/category/baseball%20&%20softball/product/adidas%20Brazuca%202017%20Official%20Match%20Ball
6ebd70cd-fe30-4e7a-ae33-1b19558194ca,2017-09-01 06:05:18,112.97.213.9,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress
231b5818-f760-499c-ba48-c49832f617c7,2017-09-01 06:05:22,59.204.172.13,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
add75b70-c909-4212-bbcb-442d59d3f85e,2017-09-01 06:05:47,80.143.72.15,/department/fitness/category/basketball/product/Diamondback%20Boys'%20Insight%2024%20Performance%20Hybr/add_to_cart
45ec6c0a-c8d3-4894-aaca-e006fd1ea385,2017-09-01 06:05:49,31.142.99.115,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
cb841318-2d8c-4ca6-80da-a0681d93ce82,2017-09-01 06:05:56,113.131.34.74,/department/fitness/category/baseball%20&%20softball/product/adidas%20Kids'%20F5%20Messi%20FG%20Soccer%20Cleat
17540ba0-33cc-4439-b104-9c6e0fc9d595,2017-09-01 06:06:32,112.97.213.9,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
c5456a15-7339-4656-a8e5-d47a35271ffe,2017-09-01 06:07:02,191.128.210.95,/department/outdoors/category/kids'%20golf%20clubs/product/Garmin%20Approach%20S4%20Golf%20GPS%20Watch
8cdfa0a6-1226-47eb-b10b-a749344d59fd,2017-09-01 06:07:13,138.21.216.113,/department/fitness/category/baseball%20&%20softball/product/adidas%20Kids'%20F5%20Messi%20FG%20Soccer%20Cleat/add_to_cart
22f70951-d74d-4a50-ba9f-c32c8afcfdca,2017-09-01 06:07:57,84.103.129.45,/department/outdoors/category/electronics/product/Bridgestone%20e6%20Straight%20Distance%20NFL%20San%20Dieg/add_to_cart
5af690e1-8b93-488a-9e81-74181a7ca973,2017-09-01 06:08:00,128.172.111.205,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide
a8f0e333-ae2d-4b43-92a2-2703c3d05706,2017-09-01 06:08:29,155.164.227.38,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc/add_to_cart
2953f1d1-7685-4d07-beca-21715ad2fe32,2017-09-01 06:08:30,105.130.122.91,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
e0da7020-5ad9-409c-ab3f-89d915b04c01,2017-09-01 06:08:44,112.70.47.50,/department/outdoors/category/women's%20golf%20clubs/product/MDGolf%20Pittsburgh%20Penguins%20Putter
01794554-6a47-453e-8ab9-b3f0d2432c45,2017-09-01 06:09:06,37.153.254.204,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni
3c25051f-07b6-4c0e-83e1-5538dea18f8c,2017-09-01 06:10:26,105.130.122.91,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni/add_to_cart
78f4cfdd-075b-4306-8c6a-4fbbe1aec462,2017-09-01 06:11:03,190.108.33.13,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
c920e010-9757-4eef-962b-ebf4ec5db725,2017-09-01 06:11:07,1.101.225.249,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
ffa9e72e-de67-4ff5-9a74-67a810d378f8,2017-09-01 06:11:23,213.129.205.91,/department/footwear/category/boxing%20&%20mma/product/Under%20Armour%20Women's%20Micro%20G%20Skulpt%20Running%20S
d6d87654-fdf2-4123-9876-beb96b54613b,2017-09-01 06:11:35,138.21.216.113,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat/add_to_cart
63098906-2cc2-46d1-b948-cc45d54003b9,2017-09-01 06:11:54,190.108.33.13,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe/add_to_cart
894d9df2-8bc5-4d6c-a215-bc233087f2ca,2017-09-01 06:12:32,98.80.18.92,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni/add_to_cart
656f51e3-f915-4e87-a97d-e8f7f2f51e73,2017-09-01 06:12:54,179.133.230.242,/department/outdoors/category/kids'%20golf%20clubs/product/Garmin%20Approach%20S4%20Golf%20GPS%20Watch
acc42c90-ea58-4063-9cca-81e2fc1c078e,2017-09-01 06:13:30,101.151.155.21,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat/add_to_cart
77267ace-f9c4-4297-a7e6-9977bcba07be,2017-09-01 06:14:09,217.133.28.154,/department/outdoors/category/golf%20apparel/product/Top%20Flite%20Women's%202017%20XL%20Hybrid/add_to_cart
2129189b-1a0b-4de9-8df3-6805a0d9f6e1,2017-09-01 06:14:26,217.133.28.154,/department/outdoors/category/golf%20shoes/product/LIJA%20Women's%20Eyelet%20Sleeveless%20Golf%20Polo
2161c499-e1df-4b17-bd76-e78486edb809,2017-09-01 06:14:32,62.248.229.117,/department/outdoors/category/golf%20apparel/product/Top%20Flite%20Women's%202017%20XL%20Hybrid
7585b406-f1e4-47ec-8b4c-576b242ec2d1,2017-09-01 06:14:36,20.238.35.138,/department/footwear/category/cardio%20equipment/product/Nike%20Men's%20Free%205.0+%20Running%20Shoe
5f240322-a90b-4d9c-8a78-c2c20d92eeed,2017-09-01 06:15:40,142.15.244.133,/department/outdoors/category/kids'%20golf%20clubs/product/Garmin%20Approach%20S4%20Golf%20GPS%20Watch
c7105730-ed98-447e-b0e6-dbb9700880e5,2017-09-01 06:15:58,105.130.122.91,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
059963e0-a3bd-4cb3-bce7-2c585f70cb9f,2017-09-01 06:15:59,196.138.199.168,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide/add_to_cart
2a456f29-8ade-4ee7-b59b-fac240aba888,2017-09-01 06:16:11,59.204.172.13,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
6baea3d6-d82b-4a15-b6ef-a3d47c054ae4,2017-09-01 06:16:24,208.64.50.154,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe/add_to_cart
1ca00c6d-97d0-4147-898f-b58736a4d641,2017-09-01 06:17:13,217.133.28.154,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck/add_to_cart
7dc6008b-2cff-4811-8fcc-565c15ae8976,2017-09-01 06:17:36,217.133.28.154,/department/footwear/category/strength%20training/product/SOLE%20E35%20Elliptical
4e9d10af-2fec-4bce-a64a-7c1cf8959bb0,2017-09-01 06:17:54,128.172.111.205,/department/outdoors/category/golf%20shoes/product/LIJA%20Women's%20Mid-Length%20Panel%20Golf%20Shorts
c84f4394-6b46-4f07-90ce-8cee147d53f7,2017-09-01 06:17:57,128.172.111.205,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
b45c4327-8b43-4664-bb55-5adeda88b4ea,2017-09-01 06:18:56,213.129.205.91,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588
265980d6-2c9d-45cf-8a42-89bf163e9742,2017-09-01 06:19:09,89.44.216.186,/department/outdoors/category/kids'%20golf%20clubs/product/Garmin%20Approach%20S4%20Golf%20GPS%20Watch
